platform,music,sensitivity_x,version,sensitivity_y,level,unix_time,playthrough,ab_group,userId,domain,_doc_id,time_spent,timestamp
WebGLPlayer,0.0,100,1.2,100,4.0,1773610227.0,1,1.0,d9ff913c-bfc2-467c-9042-9862e7cb4339,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,RFEjt5cyrQaJATnQmvzA,,
WebGLPlayer,,100,1.0,100,,,1,,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,ROEor8Su14gH6AAYEfPR,21.6331711,2026-02-25 04:58:54.512000+00:00
WebGLPlayer,,100,1.0,100,,,2,,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,RPRFPzzy7gqIGDp6bBY1,18.09899,2026-02-25 04:19:00.591000+00:00
WebGLPlayer,0.0,17,1.2,14,6.0,1773280737.0,2,1.0,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,RspRaAIxX0Wle7CSapm6,,
WebGLPlayer,,100,1.1,100,3.0,1772672970.0,1,,42993cc6-9738-4aac-ae31-6d6f44a79105,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,SqaDvo7EpqLg12BtXnKA,8.498999,1772672970104
WebGLPlayer,,100,1.0,100,,,1,,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,TJkR48vZ7R2NWn8IdUef,19.9479885,2026-02-26 04:00:59.502000+00:00
WebGLPlayer,0.0,17,1.2,14,6.0,1773280510.0,2,1.0,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,TMD5Teow6qNYg7CpwgCD,,
WebGLPlayer,,8,1.1,7,3.0,1772511241.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,TS0QjfZnnuACxJ84gK6n,3.93600035,1772511241545
WebGLPlayer,,100,1.1,100,3.0,1772903366.0,1,,a9e7478e-0cb7-4f7f-ae7f-1a024e172003,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,TY2vTGaL201yZbYNmfZp,14.3349991,1772903366376
WebGLPlayer,0.0,17,1.2,14,3.0,1773256874.0,2,1.0,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,TiCK86Nlagqa9gJtXoCq,,
