platform,level,cause,sensitivity_y,sensitivity_x,version,playthrough,timestamp,userId,domain,_doc_id,music,unix_time,ab_group
WebGLPlayer,3,trigger,100,100,1.1,1,1772650196297,e0387235-a3d5-4ddd-8fa6-bda81981cc26,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,4TCQ5llLKS41Gmbg0JFa,,1772650196.0,
WebGLPlayer,3,trigger,47,54,1.0,1,2026-02-26 02:10:13.912000+00:00,12ea51bf-5b57-4891-a08f-a0a9cb036581,https://bmanske505.github.io/Escape-The-Forest/,4vdDIFa2wGTBCwQ31jFr,,,
WebGLPlayer,3,trigger,100,100,1.1,1,1772682751596,dd45b31c-7ee3-4f57-aa3d-bd465a10fb42,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,510GTkoyTmAqfJ8PPVcw,,1772682751.0,
WebGLPlayer,5,,9,7,1.2,2,,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,58MAC6Og15A9KVrf0dZk,0.0,1773513497.0,1.0
WebGLPlayer,3,trigger,100,100,1.2,1,,57c48638-55d9-4d24-b8f3-10744af3109e,https://html-classic.itch.zone/html/16537285-1556772/WebGL/WebGL/index.html?v=1773201038,5W4w0MnFT5WHlbMJswU1,0.0,1773201323.0,0.0
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-25 02:37:51.369000+00:00,98df4f7c-2f7d-4336-8e31-98e565231e8f,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,5owdmI87zq6lKQsQQaH5,,,
WebGLPlayer,2,trigger,100,100,1.0,1,2026-02-26 02:14:06.041000+00:00,5559dbb6-6a01-4a3f-bb34-05607bbc4d07,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,5uqL2vLsOnNropOMvVMX,,,
WebGLPlayer,5,abandoned,100,100,1.0,1,2026-02-25 05:50:13.928000+00:00,10399faa-8e46-46d7-95ef-6e50cb706ee6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,6PPHYIDyoD94UBGMuli4,,,
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-25 01:45:56.254000+00:00,48d112f6-a109-4804-95d5-fd9956b1ade6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,6RKh1oYNZHXJrK1aqJEx,,,
WebGLPlayer,4,stalker,100,100,1.0,1,2026-02-25 04:47:21.251000+00:00,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,6T1D2sX7PKNL8znP6q31,,,
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-25 04:53:01.126000+00:00,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,7N3dDobHduVPx8RlbFjb,,,
WebGLPlayer,4,,14,17,1.2,2,,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,7WsVFLKhI9qpJ3nog2fi,0.0,1773257257.0,1.0
WebGLPlayer,4,,100,100,1.2,1,,918a5f2b-58b5-49b5-8927-3576999fb2f9,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,7aZYpRFg7FDwGTVrFXWC,0.0,1773358523.0,0.0
WebGLPlayer,3,trigger,100,100,1.1,3,1772586546558,4ba415ef-8d1a-4f0c-9d99-af4c6cbb28d9,https://bmanske505.github.io/Escape-The-Forest/,7dlHPHHjohFrHy3y1h22,,1772586546.0,
WebGLPlayer,5,,100,100,1.2,1,,d9ff913c-bfc2-467c-9042-9862e7cb4339,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,7p2OHboxH6giiZLPQHjP,0.0,1773610424.0,1.0
WebGLPlayer,4,trigger,100,100,1.0,1,2026-02-25 05:45:05.614000+00:00,10399faa-8e46-46d7-95ef-6e50cb706ee6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,80EQanHZAzCJz21xIpSD,,,
WebGLPlayer,6,,100,100,1.2,1,,918a5f2b-58b5-49b5-8927-3576999fb2f9,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,8ekSCpxIUAUWZonH69kD,0.0,1773358984.0,0.0
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-25 18:33:53.731000+00:00,28e05da8-82dd-48f0-af05-a3e93b3b09ea,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,8jfBWnQTOd2LSXQQIQlO,,,
WebGLPlayer,5,,14,17,1.2,2,,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,9119TvxVt0S2AWPzBGGR,0.0,1773257552.0,1.0
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-25 05:36:43.121000+00:00,10399faa-8e46-46d7-95ef-6e50cb706ee6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,93vxlzuu0WYsDe0jKCry,,,
WebGLPlayer,2,trigger,100,100,1.0,1,2026-02-25 05:37:11.532000+00:00,fb093188-7616-4e0f-8509-4279e51245ec,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,9P9RCJcToyzNbmxP2wfi,,,
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-25 04:49:19.106000+00:00,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,9PALUFhej1quWEFnNkMx,,,
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-25 05:40:06.294000+00:00,fb093188-7616-4e0f-8509-4279e51245ec,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,9eIUvNpe8c2qgFSV7YBE,,,
WebGLPlayer,4,trigger,100,100,1.0,1,2026-02-26 04:02:31.335000+00:00,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,9nFiGFasIeHp5XBB9fE1,,,
WebGLPlayer,6,abandoned,100,100,1.0,1,2026-02-25 05:51:27.266000+00:00,10399faa-8e46-46d7-95ef-6e50cb706ee6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,9nTmfQZAt1vazCFEH8NZ,,,
WebGLPlayer,2,trigger,100,100,1.0,2,2026-02-25 04:02:43.462000+00:00,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,A3GMtyI2wwIIL1OdZrur,,,
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-25 04:31:47.638000+00:00,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,AV3XnK0PnNQoa2ATcvFK,,,
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-25 02:32:05.351000+00:00,98df4f7c-2f7d-4336-8e31-98e565231e8f,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,AibHZiRwwsGj1xpJkx17,,,
WebGLPlayer,4,abandoned,47,54,1.0,1,2026-02-26 02:15:38.957000+00:00,12ea51bf-5b57-4891-a08f-a0a9cb036581,https://bmanske505.github.io/Escape-The-Forest/,AvpGRdi0Jho8VKqiKrac,,,
WebGLPlayer,4,trigger,100,100,1.0,1,2026-02-25 04:58:32.879000+00:00,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,B4UjKiUaxS5Hf6mWo9IV,,,
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-25 02:36:20.681000+00:00,98df4f7c-2f7d-4336-8e31-98e565231e8f,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,BNzwOte3cyHcSElFZZTv,,,
WebGLPlayer,3,trigger,100,100,1.1,1,1772574649552,3fa752ab-40eb-4e77-aca7-ce8162fd64e6,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,Bm5NWZ97Lj4qe9SyJBt7,,1772574649.0,
WebGLPlayer,4,stalker,100,100,1.0,1,2026-02-25 01:51:40.205000+00:00,48d112f6-a109-4804-95d5-fd9956b1ade6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,C2pOTy34CoFTbUX6MylP,,,
WebGLPlayer,2,trigger,100,100,1.0,1,2026-02-26 06:47:08.296000+00:00,05c9809b-f15b-4a30-af0c-d20d66f6c816,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,CQQAajvFbbdjCvE3qFuc,,,
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-25 01:49:04.365000+00:00,48d112f6-a109-4804-95d5-fd9956b1ade6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,CvHB0ajMaCBzAVZqrhC7,,,
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-26 03:36:21.767000+00:00,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,D1PAW0Rkw1zt2wTRFyOh,,,
WebGLPlayer,3,,100,100,1.2,1,,d9ff913c-bfc2-467c-9042-9862e7cb4339,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,DBDTvLp51B5mpZ2YBQVx,0.0,1773610154.0,1.0
WebGLPlayer,3,,100,100,1.2,1,,f8cd3c4e-f19f-4d31-b3fa-14917d17375a,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,DWQHpl2mS4sMkHgFJdAs,0.0,1773461181.0,1.0
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-25 04:47:08.015000+00:00,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,E0Rzm72bsPdHDRIIU0o0,,,
WebGLPlayer,4,,100,100,1.2,1,,835cc004-e460-4809-9d0d-4e5eb18def5c,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,E7g5y6oimcvpbtgNsAGW,0.0,1773851408.0,1.0
WebGLPlayer,4,trigger,100,100,1.0,1,2026-02-28 00:22:12.903000+00:00,4ba415ef-8d1a-4f0c-9d99-af4c6cbb28d9,https://bmanske505.github.io/Escape-The-Forest/,EEvTwEm4lwRwI2nwk4UA,,,
WebGLPlayer,5,abandoned,100,100,1.0,1,2026-02-25 05:30:11.250000+00:00,7df36adf-44de-4187-9323-696cee2fb545,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,EXOryIBe1RUxIz9XMJ5o,,,
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-25 05:28:36.435000+00:00,7df36adf-44de-4187-9323-696cee2fb545,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,EbRyuXKkhhNRIATE16EG,,,
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-25 19:37:27.718000+00:00,d5b5b4bc-0911-4b4e-9bc3-66ebdc1c9bd0,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,EnnXHaWM2B0V7Td53MoR,,,
WebGLPlayer,4,stalker,100,100,1.0,1,2026-02-26 02:28:54.379000+00:00,5559dbb6-6a01-4a3f-bb34-05607bbc4d07,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,Eq2QNHtMZjr1BlPUFGmc,,,
WebGLPlayer,5,,100,100,1.2,1,,d9ff913c-bfc2-467c-9042-9862e7cb4339,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,EqcbT4mKLHzC7oRGnZL4,0.0,1773610319.0,1.0
WebGLPlayer,4,stalker,100,100,1.0,1,2026-02-26 06:59:29.975000+00:00,05c9809b-f15b-4a30-af0c-d20d66f6c816,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,EwsfydRaLGH7HGsk8BWN,,,
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-25 05:38:35.329000+00:00,fb093188-7616-4e0f-8509-4279e51245ec,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,F8HocXs30MtREqmsmSh4,,,
WebGLPlayer,6,,100,100,1.2,1,,d9ff913c-bfc2-467c-9042-9862e7cb4339,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,FJbqkpPe2HL2F4OfP2A0,0.0,1773610588.0,1.0
WebGLPlayer,4,trigger,100,100,1.0,1,2026-02-26 06:59:17.508000+00:00,05c9809b-f15b-4a30-af0c-d20d66f6c816,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,FOWbkF4RBdMckcKnjiFX,,,
WebGLPlayer,3,trigger,100,100,1.1,1,1772650095345,e0387235-a3d5-4ddd-8fa6-bda81981cc26,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,FQSz04EyYYju4GzHpDLd,,1772650095.0,
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-26 06:45:02.818000+00:00,05c9809b-f15b-4a30-af0c-d20d66f6c816,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,Fe7mCBO8zAQTCLrNcS1B,,,
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-25 01:49:40.219000+00:00,48d112f6-a109-4804-95d5-fd9956b1ade6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,FjufgdL67g5M7DsQc6km,,,
WebGLPlayer,4,,100,100,1.2,1,,918a5f2b-58b5-49b5-8927-3576999fb2f9,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,FqEp827lebja2MrMItzn,0.0,1773358690.0,0.0
WebGLPlayer,3,trigger,100,100,1.0,1,2026-02-26 03:42:46.387000+00:00,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,Fx3WHKH2MxTOvzPoyfiN,,,
WebGLPlayer,1,trigger,100,100,1.0,1,2026-02-26 02:12:49.030000+00:00,5559dbb6-6a01-4a3f-bb34-05607bbc4d07,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,G1tsOBwjAYfknp0ayfBQ,,,
WebGLPlayer,2,trigger,100,100,1.0,1,2026-02-25 23:04:25.677000+00:00,d45cf436-5581-4a62-bfa6-e33dea22d1da,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,G8XZdMglTckcGeYcndrz,,,
WebGLPlayer,3,,100,100,1.2,1,,835cc004-e460-4809-9d0d-4e5eb18def5c,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,G9pf8ZKAEMypzYru9Ixz,0.0,1773851218.0,1.0
WebGLPlayer,3,trigger,100,100,1.1,1,1772575329506,3fa752ab-40eb-4e77-aca7-ce8162fd64e6,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,GJjKwTdjCIj1VK60bmfH,,1772575329.0,
WebGLPlayer,4,stalker,47,54,1.0,1,2026-02-26 02:14:54.525000+00:00,12ea51bf-5b57-4891-a08f-a0a9cb036581,https://bmanske505.github.io/Escape-The-Forest/,GJs4MeuaD0DsQKZkXGyp,,,
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-25 05:05:03.041000+00:00,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,GdKIBPkBKZAE9gfwYMIJ,,,
WebGLPlayer,4,stalker,100,100,1.0,1,2026-02-26 06:59:59.672000+00:00,05c9809b-f15b-4a30-af0c-d20d66f6c816,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,HC3wy6ZkMa8oTjcmqyXF,,,
WebGLPlayer,4,abandoned,100,100,1.0,1,2026-02-26 04:06:03.654000+00:00,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,HMWKSFZcFFaWTFMt4uR6,,,
WebGLPlayer,4,trigger,5,5,1.1,1,1772549888764,1f510df4-b380-4bf3-9798-b3c6f23e8d37,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,Hic2E7KC6FUZWrDS12d4,,1772549888.0,
