platform,music,sensitivity_x,version,sensitivity_y,level,unix_time,playthrough,ab_group,userId,domain,_doc_id,timestamp,type
WebGLPlayer,,54,1.0,47,4,,1,,12ea51bf-5b57-4891-a08f-a0a9cb036581,https://bmanske505.github.io/Escape-The-Forest/,LDZN6WiBGrfIt8JCJeQf,2026-02-26 02:18:17.924000+00:00,
WebGLPlayer,,100,1.1,100,3,1772575015.0,3,,4ba415ef-8d1a-4f0c-9d99-af4c6cbb28d9,https://bmanske505.github.io/Escape-The-Forest/,LG9EVFMMRrST7kFk1SpF,1772575015140,Dog
WebGLPlayer,,100,1.1,100,1,1772514214.0,1,,22fc9907-0869-48e8-929a-ee8dadf3284f,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,LXNIypm79ooe4zfsNM7Z,1772514214011,Dog
WebGLPlayer,,100,1.1,100,1,1772574329.0,1,,8728d281-fc44-4ac7-a69d-81e9103f303a,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,Lqsf2j596pZtlQAn3EFm,1772574329876,Dog
WebGLPlayer,,100,1.0,100,4,,1,,5559dbb6-6a01-4a3f-bb34-05607bbc4d07,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,LrPF89KvhDdFu39NMw6p,2026-02-26 02:31:04.522000+00:00,
WebGLPlayer,0.0,9,1.2,10,1,1773254667.0,2,1.0,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,LzMo8V3wVB5fB48fDaDG,,
WebGLPlayer,,100,1.0,100,4,,1,,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,MIiqLmJiYH0vxgMaFdMe,2026-02-26 04:01:46.902000+00:00,
WebGLPlayer,0.0,0,1.2,0,1,1773264268.0,2,1.0,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,MbNddrfot6N3wgIr2xx8,,
WebGLPlayer,,25,1.1,27,1,1772510736.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,Mppm6vREUqLenqED880L,1772510736211,Dog
WebGLPlayer,,100,1.1,100,1,1772605636.0,1,,295634dc-88c6-4748-99df-89316806269b,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,NKViUQ2F7fedMg7Bm33j,1772605636291,Dog
WebGLPlayer,,8,1.1,7,3,1772511662.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,NOkEofnBUml6QfeXjCZe,1772511662592,Dog
WebGLPlayer,0.0,100,1.2,100,2,1773702019.0,1,0.0,b9d671b7-d44d-4593-a1ef-90dba6f2f1d1,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,NebVBLHfKISGTBg0R92G,,
WebGLPlayer,,100,1.1,100,1,1772574493.0,1,,3fa752ab-40eb-4e77-aca7-ce8162fd64e6,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,Nh0hzRcdVCnbGt86OUtz,1772574493729,Dog
WebGLPlayer,,100,1.0,100,4,,2,,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,Nub433EptcuQ84Sjcpei,2026-02-25 05:12:49.087000+00:00,
WebGLPlayer,,6,1.1,8,1,1772586990.0,2,,c727dee3-8d07-4537-b118-906a91092bef,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,NyQpRoe9u9GlgGUehKot,1772586990007,Dog
WebGLPlayer,0.0,67,1.2,66,4,1773274086.0,1,1.0,69e6bcf3-1aa7-418f-82e3-7256c4d066ee,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,OS5zSlQ4zYrWCjs3XmVz,,
WebGLPlayer,,8,1.1,7,3,1772511550.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,OURxouFHhQpbZjCBPCMW,1772511550304,Dog
WebGLPlayer,,100,1.1,100,1,1772671670.0,1,,581f26f8-3555-474f-bfad-56bae920a4aa,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,OZ6aAJwbL9e9h3SOVswp,1772671670978,Dog
WebGLPlayer,,100,1.0,100,4,,1,,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,OcRncM2JDDOK0Vf977mF,2026-02-25 05:01:22.277000+00:00,
WebGLPlayer,,18,1.1,17,1,1772559689.0,2,,c727dee3-8d07-4537-b118-906a91092bef,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,P7I5SBN9fVqxBjaNzS8P,1772559689541,Dog
WebGLPlayer,,100,1.0,100,4,,1,,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,PdW1q5qFiXsn1KtDLxtX,2026-02-25 05:10:17.687000+00:00,
WebGLPlayer,,100,1.0,100,4,,2,,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,Pra2pnyHYUF77gzdkpv3,2026-02-25 04:46:13.730000+00:00,
WebGLPlayer,,100,1.1,100,1,1772510460.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,PvWm7Dz4v7137I2UXrHc,1772510460779,Dog
WebGLPlayer,0.0,4,1.2,5,1,1773264181.0,2,1.0,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,QBxyRLMYHYsRS3fLRL06,,
WebGLPlayer,,16,1.1,16,2,1772574610.0,1,,3e570f88-d491-4348-bcae-97ec49934a2b,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,QNvYwbgJYzQrQcBpX7z5,1772574610588,Dog
WebGLPlayer,,2,1.1,4,1,1772587832.0,2,,c727dee3-8d07-4537-b118-906a91092bef,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,QTULe6evhCjvoReZ4TFs,1772587832534,Dog
WebGLPlayer,0.0,7,1.2,9,5,1773265700.0,2,1.0,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,RJGFPWIQoBVwyxXyv7Fg,,
WebGLPlayer,,100,1.1,100,1,1772574661.0,3,,4ba415ef-8d1a-4f0c-9d99-af4c6cbb28d9,https://bmanske505.github.io/Escape-The-Forest/,RKPyCMBoyLZCgNux0nAr,1772574661386,Dog
WebGLPlayer,,100,1.1,100,2,1772518276.0,1,,90ae50a2-1e30-46e6-ac38-7a23acdfbef8,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,S3EanRDr8Ol0kDjHSCtb,1772518276602,Dog
WebGLPlayer,,100,1.1,100,1,1772510460.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,SJCFUeQEwC6dAkcobphw,1772510460778,Dog
WebGLPlayer,,100,1.1,100,1,1772571762.0,1,,2d5ef946-9e9a-4018-b0d8-4d3f20014078,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,SLUBOkDr0ARwC9eMYZNX,1772571762957,Dog
WebGLPlayer,,100,1.1,100,1,1772674165.0,1,,e7a86bc3-4385-4dae-b96b-80ec5bb16bab,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,SUeO1POi6ChJlLP5PYiX,1772674165925,Dog
WebGLPlayer,,100,1.1,100,1,1772574371.0,1,,3e570f88-d491-4348-bcae-97ec49934a2b,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,SmaOu5rZX2lN18LrbEom,1772574371475,Dog
WebGLPlayer,,2,1.1,4,1,1772587832.0,2,,c727dee3-8d07-4537-b118-906a91092bef,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,TCWLbyTX5CqhvAhlMADh,1772587832532,Dog
WebGLPlayer,,100,1.0,100,4,,1,,10399faa-8e46-46d7-95ef-6e50cb706ee6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,TVuBw9jvxCDFus5Tj8Qv,2026-02-25 05:42:08.672000+00:00,
WebGLPlayer,0.0,0,1.2,0,1,1773264268.0,2,1.0,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,TYjW3ktouJeSPG4eRB3D,,
WebGLPlayer,0.0,67,1.2,66,4,1773274384.0,1,1.0,69e6bcf3-1aa7-418f-82e3-7256c4d066ee,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,TnHVA8rRal9wt2fFzjJw,,
WebGLPlayer,,5,1.1,5,2,1772549414.0,1,,1f510df4-b380-4bf3-9798-b3c6f23e8d37,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,UH9gfnBzXZe4lzNiCcrp,1772549414366,Dog
WebGLPlayer,,6,1.1,8,1,1772587479.0,2,,c727dee3-8d07-4537-b118-906a91092bef,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,UHbssL8bozEfiEKNT5jz,1772587479197,Dog
WebGLPlayer,,100,1.1,100,1,1772571780.0,1,,2d5ef946-9e9a-4018-b0d8-4d3f20014078,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,UHyFbnWmS5Fdm3449xyB,1772571780887,Dog
WebGLPlayer,,100,1.0,100,4,,2,,d0826227-0ba6-40a9-88b0-823d1c437007,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,Ul15AobKJTSJz5HwPYL7,2026-02-26 00:27:08.661000+00:00,
WebGLPlayer,,100,1.1,100,1,1772574267.0,1,,8728d281-fc44-4ac7-a69d-81e9103f303a,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,UtQVZmX327uCTWgxj4j4,1772574267279,Dog
WebGLPlayer,,100,1.0,100,4,,1,,5559dbb6-6a01-4a3f-bb34-05607bbc4d07,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,UtlP3rrAfsRmpBITOuAM,2026-02-26 02:31:04.468000+00:00,
WebGLPlayer,0.0,100,1.2,100,1,1773333743.0,1,1.0,9499e297-7432-4864-933c-088679dad8ff,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,UzDj5xh3tH7xu4vwHj3v,,
WebGLPlayer,,5,1.1,5,4,1772550471.0,1,,1f510df4-b380-4bf3-9798-b3c6f23e8d37,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,V4GEuEAXumSxn2HQOadN,1772550471505,Dog
WebGLPlayer,,100,1.0,100,4,,1,,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,VIBcRL7oH9DGkyhvNBYp,2026-02-26 04:03:09.443000+00:00,
WebGLPlayer,,6,1.1,8,1,1772586857.0,2,,c727dee3-8d07-4537-b118-906a91092bef,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,VQJAPWO1BhAyhQc2bWQk,1772586857331,Dog
WebGLPlayer,,100,1.0,100,4,,1,,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,VlJiW1Okn9dAaXqFQfn1,2026-02-25 05:05:11.135000+00:00,
WebGLPlayer,,100,1.0,100,4,,1,,5559dbb6-6a01-4a3f-bb34-05607bbc4d07,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,Vlk0ckfnLdQCNsMdcQJ8,2026-02-26 02:25:46.820000+00:00,
WebGLPlayer,,5,1.1,5,2,1772549448.0,1,,1f510df4-b380-4bf3-9798-b3c6f23e8d37,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,VnDRRfiD02bZ0WRzEHaF,1772549448423,Dog
WebGLPlayer,,10,1.1,12,2,1772511060.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,W62yAqh7kwDMRMKSZACG,1772511060825,Dog
WebGLPlayer,0.0,17,1.2,14,1,1773256521.0,2,1.0,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,W8tmeEleFjUtfKULvv7G,,
WebGLPlayer,,5,1.1,5,1,1772549178.0,1,,1f510df4-b380-4bf3-9798-b3c6f23e8d37,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,X9nEAv9iNBQ1FgdHBsHZ,1772549178399,Dog
WebGLPlayer,,100,1.1,100,1,1772682540.0,1,,dd45b31c-7ee3-4f57-aa3d-bd465a10fb42,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,XK6fZQIqIY9wKrhqEdbU,1772682540780,Dog
WebGLPlayer,,100,1.0,100,4,,1,,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,XZkH2S3RvUeVfuYdhdbf,2026-02-26 03:45:54.263000+00:00,
WebGLPlayer,,100,1.0,100,4,,1,,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,Xg6DxwUISEnRSKAGfowX,2026-02-25 04:48:55.920000+00:00,
WebGLPlayer,,100,1.0,100,4,,2,,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,Y9hexrAhK87ndmakxAsQ,2026-02-25 04:41:38.449000+00:00,
WebGLPlayer,0.0,100,1.2,100,1,1773441631.0,1,1.0,d154921d-2ace-4a28-b91c-6a2b81b22a60,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,YChDGOuNxeucAHsGTEXk,,
WebGLPlayer,0.0,49,1.2,46,5,1773276177.0,2,0.0,ed1da240-bdee-4af5-b0aa-d97140d7d27d,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,Yez9GCn32QTcq2Rkqwia,,
WebGLPlayer,0.0,23,1.2,23,2,1773258513.0,2,0.0,ed1da240-bdee-4af5-b0aa-d97140d7d27d,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,YpOyCQ8PGtlxURcqdvNc,,
WebGLPlayer,,100,1.1,100,1,1772675205.0,1,,dd45b31c-7ee3-4f57-aa3d-bd465a10fb42,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,YqAlCqxHqYASRwlliv54,1772675205005,Dog
WebGLPlayer,0.0,49,1.2,46,3,1773273384.0,2,0.0,ed1da240-bdee-4af5-b0aa-d97140d7d27d,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,YzKxERBARYEfM9AAoKhU,,
WebGLPlayer,0.0,7,1.2,9,5,1773265927.0,2,1.0,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,Z2TC4ETHk7RctqRSlBIF,,
WebGLPlayer,,100,1.0,100,4,,2,,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,ZVz2vQFi9gUmG7vwwKXR,2026-02-25 05:06:49.611000+00:00,
WebGLPlayer,0.0,100,1.2,100,1,1773268036.0,1,0.0,62b09417-f674-4b7a-b56f-a1c316654ba1,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,Za0F4VZjSJvNxnGcKtEf,,
WebGLPlayer,,100,1.0,100,4,,1,,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,ZpW4sas5c8usZhT9JOJ0,2026-02-25 04:46:42.993000+00:00,
WebGLPlayer,0.0,17,1.2,14,6,1773258147.0,2,1.0,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,Zq1AwQ3oKmYE8q3H225T,,
WebGLPlayer,,5,1.1,5,1,1772549266.0,1,,1f510df4-b380-4bf3-9798-b3c6f23e8d37,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,Zs1mussHnhQBfNg6fKkZ,1772549266487,Dog
WebGLPlayer,,100,1.1,100,1,1772574724.0,3,,4ba415ef-8d1a-4f0c-9d99-af4c6cbb28d9,https://bmanske505.github.io/Escape-The-Forest/,ZtDTQRhRqqcyCF5XIF7O,1772574724061,Dog
WebGLPlayer,,100,1.1,100,1,1772570542.0,1,,535c35fa-1611-4b2c-9a64-0a7b01315073,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,aGT9Ge5HnVub86x05mIp,1772570542001,Dog
WebGLPlayer,,25,1.1,25,1,1772744971.0,2,,0e885dc1-c373-4942-af80-d5caac9c4d5d,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,aSXzeNJTT6UZNYYIxsD3,1772744971653,Dog
WebGLPlayer,0.0,4,1.2,5,1,1773264092.0,2,1.0,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,aWZyyN4nSicfQyItT34y,,
WebGLPlayer,,100,1.1,100,1,1772649769.0,1,,e0387235-a3d5-4ddd-8fa6-bda81981cc26,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,ajw3ff9ifKKpH8kkx07F,1772649769268,Dog
WebGLPlayer,,100,1.1,100,1,1772571566.0,1,,2d5ef946-9e9a-4018-b0d8-4d3f20014078,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,b5BXJ5IEziYwe8YKkM1L,1772571566532,Dog
WebGLPlayer,,100,1.1,100,1,1772510423.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,bvzUYRQow3BO2JdSd9cN,1772510423330,Dog
WebGLPlayer,,100,1.1,100,1,1772574747.0,3,,4ba415ef-8d1a-4f0c-9d99-af4c6cbb28d9,https://bmanske505.github.io/Escape-The-Forest/,cAOy5nftwkG9QGEWyTrY,1772574747597,Dog
WebGLPlayer,0.0,100,1.2,100,2,1773538742.0,1,0.0,47e7a1a8-05ac-4dd4-9a67-6a8f8b89a743,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,cPdDbrmuKztXZZjlTkes,,
WebGLPlayer,,100,1.0,100,6,,1,,fb093188-7616-4e0f-8509-4279e51245ec,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,crTSBvR1kES6vLu7NYl9,2026-02-25 05:44:34.895000+00:00,
WebGLPlayer,,8,1.1,7,3,1772511780.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,dKK4R9sRp3Vo86H4bcOz,1772511780852,Dog
WebGLPlayer,,6,1.1,8,1,1772587479.0,2,,c727dee3-8d07-4537-b118-906a91092bef,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,dTLuFNvI3Np3Z4wTx3ct,1772587479195,Dog
WebGLPlayer,,10,1.1,12,2,1772511095.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,dbBsFWke2uXaENszjV3k,1772511095697,Dog
WebGLPlayer,,100,1.1,100,1,1772672500.0,1,,42993cc6-9738-4aac-ae31-6d6f44a79105,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,ddY34exUgXLb0CIv7oaa,1772672500877,Dog
WebGLPlayer,,100,1.0,100,4,,1,,98df4f7c-2f7d-4336-8e31-98e565231e8f,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,dg9OqjSFDrVJt4Zoc24c,2026-02-25 02:42:58.804000+00:00,
WebGLPlayer,,100,1.1,100,2,1772650019.0,1,,e0387235-a3d5-4ddd-8fa6-bda81981cc26,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,doZQ4W7DYtkI5wZRLHeO,1772650019557,Dog
WebGLPlayer,,100,1.1,100,1,1772514214.0,1,,22fc9907-0869-48e8-929a-ee8dadf3284f,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,dqjw7nxm2JwYhNvin1ik,1772514214012,Dog
WebGLPlayer,,100,1.1,100,1,1772578000.0,1,,56d0a467-5390-4bc8-9f5a-ecdd8ccab9f3,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,dqxYd9XvU7hj5QXBO45Z,1772578000515,Dog
WebGLPlayer,,100,1.1,100,1,1772672500.0,1,,42993cc6-9738-4aac-ae31-6d6f44a79105,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,eFEr6JCG4wSxFyLVplkc,1772672500896,Dog
WebGLPlayer,,100,1.1,100,1,1772580710.0,1,,ca2cf188-edc4-488c-8bd4-2d6abc9c7df5,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,eGP5GfMv7JnzXLdVXn4o,1772580710682,Dog
WebGLPlayer,0.0,4,1.2,5,1,1773263904.0,2,1.0,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,eLlytB9z8fy7wERtgn1b,,
WebGLPlayer,,25,1.1,27,2,1772510927.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,eTHhiJkNfYrPKIbVRQ0X,1772510927553,Dog
WebGLPlayer,0.0,49,1.2,46,3,1773273318.0,2,0.0,ed1da240-bdee-4af5-b0aa-d97140d7d27d,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,ejlEAS273grUkibyt4sR,,
WebGLPlayer,,100,1.0,100,4,,2,,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,f61XpwctIThyBO74TKfn,2026-02-25 04:41:38.527000+00:00,
WebGLPlayer,,16,1.1,16,1,1772574486.0,1,,3e570f88-d491-4348-bcae-97ec49934a2b,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,f8J9D7fCC9NfOijeNFXK,1772574486746,Dog
WebGLPlayer,,100,1.0,100,4,,1,,10399faa-8e46-46d7-95ef-6e50cb706ee6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,fQF9MNdaOuKYsL4mwstb,2026-02-25 05:41:15.954000+00:00,
WebGLPlayer,,100,1.0,100,4,,1,,2b5f5563-355f-4ed4-be41-a21cfbb88aea,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,fU1cO0ZcAVTUt5ecolmz,2026-02-26 04:01:46.851000+00:00,
WebGLPlayer,,100,1.1,100,1,1772512951.0,1,,22fc9907-0869-48e8-929a-ee8dadf3284f,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,fUGeNxedDPgfRip9tgOo,1772512951867,Dog
WebGLPlayer,,100,1.1,100,1,1772675205.0,1,,dd45b31c-7ee3-4f57-aa3d-bd465a10fb42,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,faFtHRDF1rC7D6qonIT6,1772675205008,Dog
WebGLPlayer,,100,1.1,100,1,1772574394.0,1,,3e570f88-d491-4348-bcae-97ec49934a2b,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,g6jNoxhtlcWArTN05Zz3,1772574394564,Dog
WebGLPlayer,,6,1.1,8,1,1772587306.0,2,,c727dee3-8d07-4537-b118-906a91092bef,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,g9AmTUx01qNB7hHHDUCz,1772587306550,Dog
WebGLPlayer,,25,1.1,27,2,1772510958.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,gD6oEtzoeE7revuBnNB6,1772510958229,Dog
WebGLPlayer,,100,1.1,100,1,1772581180.0,1,,abe7a704-a290-487d-bf25-e1a1be6e86ac,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,gD7NKM12Cn7LmgrpSdnh,1772581180667,Dog
WebGLPlayer,,100,1.1,100,1,1772574301.0,1,,8728d281-fc44-4ac7-a69d-81e9103f303a,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,gHor1f6yFEq7qsH7pRem,1772574301032,Dog
WebGLPlayer,0.0,100,1.2,100,1,1773438932.0,1,0.0,e889ad18-578c-42c8-ba67-b87ee1d0f6ed,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,ge3LgMqMm6DxPSOp957z,,
WebGLPlayer,,100,1.1,100,1,1772674103.0,1,,e7a86bc3-4385-4dae-b96b-80ec5bb16bab,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,gfzYNOblxnmeTq0TtV7S,1772674103982,Dog
WebGLPlayer,0.0,17,1.2,14,1,1773256521.0,2,1.0,24bbaba8-dc51-4a09-b007-88a9522667a4,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,h3dlOcOiP63qnVnh0Xbx,,
WebGLPlayer,,100,1.0,100,4,,1,,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,hCzROvLaepDC7Nt0OKt5,2026-02-25 05:05:11.184000+00:00,
WebGLPlayer,,6,1.1,8,1,1772586990.0,2,,c727dee3-8d07-4537-b118-906a91092bef,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,hH2SaZaIQglrGkFo04hd,1772586990009,Dog
WebGLPlayer,,100,1.1,100,1,1772672518.0,1,,42993cc6-9738-4aac-ae31-6d6f44a79105,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,hIWXjSOgqIE3Sid7O713,1772672518875,Dog
WebGLPlayer,,100,1.1,100,1,1772571391.0,1,,2d5ef946-9e9a-4018-b0d8-4d3f20014078,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,hbhP0FsHFazYnizcp5Ob,1772571391500,Dog
WebGLPlayer,0.0,23,1.2,23,2,1773258426.0,2,0.0,ed1da240-bdee-4af5-b0aa-d97140d7d27d,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,hqqzD7Tnin541azCyNRd,,
WebGLPlayer,,25,1.1,25,1,1772744971.0,2,,0e885dc1-c373-4942-af80-d5caac9c4d5d,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,hwWGrTmL3svTl7EnCldo,1772744971654,Dog
WebGLPlayer,0.0,9,1.2,10,1,1773256865.0,2,1.0,6890b777-81da-4a16-bd22-e1463f6d3701,https://html-classic.itch.zone/html/16537285-1556842/WebGL/index.html?v=1773204363,iDjsUYOZ8pAn6J8RWDDn,,
WebGLPlayer,,25,1.1,27,2,1772510902.0,1,,de227f93-8632-4b43-89db-9eb7dfc925de,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,iU8mZf2nFKk35eEPMJRl,1772510902739,Dog
WebGLPlayer,,100,1.1,100,1,1772581157.0,1,,abe7a704-a290-487d-bf25-e1a1be6e86ac,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,iZagg9BcQ9E1g8x6tKtH,1772581157662,Dog
