sensitivity_y,timestamp,time_spent,level,domain,flashlight_pct_on,playthrough,sensitivity_x,platform,userId,version,_doc_id,unix_time
100,2026-02-25 02:45:30.481000+00:00,294.367126,4,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.04163537,1,100,WebGLPlayer,98df4f7c-2f7d-4336-8e31-98e565231e8f,1.0,kwMzProRW15dZaoLZ9sC,
100,2026-02-25 04:33:46.405000+00:00,179.535248,1,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,1,100,WebGLPlayer,70b5ddbc-6a25-4fe0-b987-a1478fb55fe6,1.0,kywT7qxuGMgLlRaOgdlV,
100,2026-02-25 18:34:30.265000+00:00,60.2283859,1,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,1,100,WebGLPlayer,28e05da8-82dd-48f0-af05-a3e93b3b09ea,1.0,lDhOhniFwH3Kr4Ys3sLR,
100,2026-02-26 03:30:11.425000+00:00,38.396965,0,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,0.0,1,100,WebGLPlayer,2b5f5563-355f-4ed4-be41-a21cfbb88aea,1.0,lWqLDdhyrb0kRKGxbr3N,
100,2026-02-25 19:26:50.791000+00:00,22.24604,1,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,2,100,WebGLPlayer,856eb70f-1272-4b9f-a2bd-4f8ef97c042c,1.0,lZm8WZ1l9Nv95v4tcvaS,
100,1772518059487,89.45265,0,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,1,100,WebGLPlayer,90ae50a2-1e30-46e6-ac38-7a23acdfbef8,1.1,lfNSlsF2IXp5qIMu4QTp,1772518059.0
100,1772574458889,47.33089,0,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,1,100,WebGLPlayer,3fa752ab-40eb-4e77-aca7-ce8162fd64e6,1.1,lwqy2pUw3GeFE8DfIZLb,1772574458.0
100,1772512943977,16.0083351,0,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,1,100,WebGLPlayer,55597b92-93c4-40b8-bc6e-3eb02df12ed6,1.1,mWQrkN1rJTPUyfpOZPK8,1772512943.0
100,1772571360915,27.1544,0,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,1,100,WebGLPlayer,2d5ef946-9e9a-4018-b0d8-4d3f20014078,1.1,maTOV4Z3kprk2Pm6sVkH,1772571360.0
5,1772549834921,255.0364,3,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,1,5,WebGLPlayer,1f510df4-b380-4bf3-9798-b3c6f23e8d37,1.1,nJKfUeHtXYj6jA30aAHt,1772549834.0
100,1772605615973,105.696236,0,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,1,100,WebGLPlayer,295634dc-88c6-4748-99df-89316806269b,1.1,npptyXAYid8d78a9mm1b,1772605615.0
100,2026-02-25 05:32:25.560000+00:00,165.903946,5,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.045606453,1,100,WebGLPlayer,7df36adf-44de-4187-9323-696cee2fb545,1.0,oaUIFBKSwMOdJLAYxlTU,
47,2026-02-26 02:04:15.803000+00:00,204.784348,1,https://bmanske505.github.io/Escape-The-Forest/,0.0,1,54,WebGLPlayer,12ea51bf-5b57-4891-a08f-a0a9cb036581,1.0,okeFAqkU5hMpbk8h36Qt,
100,2026-02-25 19:26:28.795000+00:00,23.5310421,0,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,2,100,WebGLPlayer,856eb70f-1272-4b9f-a2bd-4f8ef97c042c,1.0,p4iGrN7XhjPbDPyR48t1,
100,2026-02-25 18:38:38.485000+00:00,25.0490417,0,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,1,100,WebGLPlayer,ef62f788-2864-4fa4-a004-d90d2597b88f,1.0,pIJgIQ2yPfzByo0cxk3o,
100,2026-02-25 05:39:49.412000+00:00,94.47931,3,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.032351993,1,100,WebGLPlayer,fb093188-7616-4e0f-8509-4279e51245ec,1.0,pajUll6pJJSgCwfAtD5O,
100,2026-02-26 20:46:35.624000+00:00,63.0161133,1,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,0.0,1,100,WebGLPlayer,140c3497-a723-4a52-8bb9-582edf7fd8b9,1.0,pdMEOqLipFAAd8Rlb64L,
100,2026-02-26 03:31:59.914000+00:00,107.588318,1,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,0.0,1,100,WebGLPlayer,2b5f5563-355f-4ed4-be41-a21cfbb88aea,1.0,qU7VQlYk0pKkFgSENkOp,
100,2026-02-26 00:24:53.106000+00:00,342.272583,3,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,0.0194218978,2,100,WebGLPlayer,d0826227-0ba6-40a9-88b0-823d1c437007,1.0,s5q49N8LzlpbIgZ8L4hR,
100,2026-02-26 06:56:58.966000+00:00,574.0558,3,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,0.0458692946,1,100,WebGLPlayer,05c9809b-f15b-4a30-af0c-d20d66f6c816,1.0,sJDE7KYNtDunQuv4O3r8,
100,2026-02-25 05:21:10.602000+00:00,15.0600281,0,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,1,100,WebGLPlayer,7df36adf-44de-4187-9323-696cee2fb545,1.0,t91VLvLwBhNHnzZJKerz,
100,2026-02-25 18:50:11.251000+00:00,62.7930031,0,https://bmanske505.github.io/Escape-The-Forest/,0.0,1,100,WebGLPlayer,12ea51bf-5b57-4891-a08f-a0a9cb036581,1.0,tPRnqaS7ytAsVmafFYjz,
100,1772580695716,20.9742985,0,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,1,100,WebGLPlayer,ca2cf188-edc4-488c-8bd4-2d6abc9c7df5,1.1,thu0f8DO5sIjeCyaExEv,1772580695.0
100,2026-02-26 03:43:12.245000+00:00,493.122253,3,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,0.0342808142,1,100,WebGLPlayer,2b5f5563-355f-4ed4-be41-a21cfbb88aea,1.0,tucvZaMnfT2saGL7HHUF,
100,2026-02-25 01:46:14.237000+00:00,28.5662346,1,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,1,100,WebGLPlayer,48d112f6-a109-4804-95d5-fd9956b1ade6,1.0,uO02jAfyQ34x0DpDyQAC,
100,1772574369897,100.217278,1,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,1,100,WebGLPlayer,8728d281-fc44-4ac7-a69d-81e9103f303a,1.1,wK3qe1r8U4R9npJVLxq4,1772574369.0
100,2026-02-25 05:33:57.669000+00:00,92.0750046,6,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0383699834,1,100,WebGLPlayer,7df36adf-44de-4187-9323-696cee2fb545,1.0,wgvE5Ujxqhtb293nnyvu,
100,2026-02-26 06:43:55.717000+00:00,22.04716,0,https://html-classic.itch.zone/html/16537285-1539301/index.html?v=1772048211,0.0,1,100,WebGLPlayer,05c9809b-f15b-4a30-af0c-d20d66f6c816,1.0,x9HLQGz6rqx8sv0HGw6r,
100,1772586737381,19.4323215,0,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,1,100,WebGLPlayer,712f33c6-7c98-4830-b143-7b066276a967,1.1,xLmALO0JaBU6F0LgR7E1,1772586737.0
100,2026-02-25 18:39:17.149000+00:00,39.08732,1,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,1,100,WebGLPlayer,ef62f788-2864-4fa4-a004-d90d2597b88f,1.0,xXbE4hjOU3ASnYG95IYv,
100,2026-02-25 03:43:40.328000+00:00,0.052,1,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,2,100,WebGLPlayer,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,1.0,xfhBMbQRO22X2bNHVZON,
100,1772510386232,221.6843,0,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,1,100,WebGLPlayer,de227f93-8632-4b43-89db-9eb7dfc925de,1.1,xphKwOQXjdzoYuxgTiih,1772510386.0
100,2026-02-25 02:32:37.203000+00:00,50.1691666,1,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,1,100,WebGLPlayer,98df4f7c-2f7d-4336-8e31-98e565231e8f,1.0,y5B9g8MShsurtyYRf1cu,
100,2026-02-25 03:41:19.176000+00:00,216.609055,0,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.0,1,100,WebGLPlayer,d9490c57-0d14-4cf4-a6d5-6ac9f005e219,1.0,z2japgWxK5FZraDg1GyK,
100,1772512973311,59.395977,0,https://html-classic.itch.zone/html/16537285-1546101/index.html?v=1772508675,0.0,3,100,WebGLPlayer,500a76fa-e9a2-41da-b1cb-fcab68ab3b31,1.1,zMXP3QacbsYy4sU4OEmD,1772512973.0
100,2026-02-25 02:35:55.308000+00:00,187.052826,2,https://html-classic.itch.zone/html/16537285-1538396/index.html?v=1771980144,0.110720828,1,100,WebGLPlayer,98df4f7c-2f7d-4336-8e31-98e565231e8f,1.0,zhvIsVMuyl5UrJ1doi0o,
